X,Y,BUILDINGS,USE,MATERIAL,NR_FLOORS,TYPE,VALUE_MIN,VALUE_MAX,PEOPLE_MIN,PEOPLE_MAX,COMMUNE,ADMIN_UNIT,Area,Use_Type,XCOORD,YCOORD,station,x,y
387149.669967835,5151748.64816328,_654,House,Masonary,3,MA_3,1082915,1339689,7.33,7,Tarvisio,TarvisioB2,372,1,387149.669968,5151748.648163,SIHb,13.5290164591235,46.5098473187127
386676.505666427,5151735.42369805,_655,House,Masonary_wood,2,MA_2,362017,447856,7.33,7,Tarvisio,TarvisioB2,187,1,386676.505666,5151735.423698,SIHb,13.522854155569,46.5096488726984
387994.659699755,5151359.74947441,_656,House,Masonary_wood,3,MA_3,657764,963392,7.33,7,Tarvisio,TarvisioB1,221,1,387994.6597,5151359.749474,Sem26,13.5401207843077,46.5064896429355
387968.063401555,5151353.81805807,_657,House,Masonary_wood,3,MA_3,834971,1222937,7.33,7,Tarvisio,TarvisioB1,281,1,387968.063402,5151353.818058,Sem26,13.5397756716272,46.5064318559082
387812.063393937,5151284.44102405,_669,Restaurant,Masonary_wood,2,MA_2,186831,280246,0,0,Tarvisio,TarvisioB1,104,3,387812.063394,5151284.441024,Sem26,13.537759781028,46.5057817258298
384683.483761211,5150092.12250155,_673,Industrial,Concrete_metal,1,RC_1,195464,237956,0,0,Tarvisio,TarvisioB2,850,4,384683.483761,5150092.122502,S9Hhhmmm,13.4972920656977,46.4945266066901
385626.687368,5151048.25858772,_674,Restaurant,Masonary_wood,3,MA_3,1275394,1913091,0,0,Tarvisio,TarvisioB2,472,3,385626.687368,5151048.258588,S9Hhhmmm,13.5093437448431,46.5032892859528
385651.187169211,5151056.20550002,_675,Hotel,Masonary_wood,2,MA_2,676967,1015450,0,27,Tarvisio,TarvisioB2,376,1,385651.187169,5151056.2055,S9Hhhmmm,13.5096609927984,46.5033649406835
386484.954239448,5151466.19417883,_676,House,Masonary_wood,3,MA_3,955164,1181646,7.33,7,Tarvisio,TarvisioB2,328,1,386484.954239,5151466.194179,SIHb,13.5204239112247,46.5071944729467
386503.311110748,5151535.05613367,_677,House,Masonary,3,MA_3,795970,984705,7.33,7,Tarvisio,TarvisioB2,274,1,386503.311111,5151535.056134,SIHb,13.5206462864415,46.5078170864487
387269.800253496,5151770.04059174,_679,House,Masonary,3,MA_3,979256,1211451,7.33,7,Tarvisio,TarvisioB2,337,1,387269.800253,5151770.040592,Sem27,13.5305766230826,46.5100599011999
387567.095037893,5151556.90011831,_680,Apartment_building,Concrete_wood,4,RC_4,4046182,5005585,215.32,215,Tarvisio,TarvisioB2,1043,1,387567.095038,5151556.900118,Sem27,13.5345020769704,46.5081920738027
388180.313662072,5151871.55120764,_681,Apartment_building,Masonary_wood,4,MA_3,1991126,2463248,105.96,106,Tarvisio,TarvisioB2,513,1,388180.313662,5151871.551208,Sem26,13.5424166999826,46.5111249852839
388298.678438653,5151862.06547984,_682,Apartment_building,Masonary_wood,3,MA_3,1694741,2096587,90.19,90,Tarvisio,TarvisioB2,582,1,388298.678439,5151862.06548,Sem26,13.5439613710663,46.5110592937755
388340.19079347,5151866.34578023,_683,Apartment_building,Masonary_wood,3,MA_3,1215894,1504199,64.71,65,Tarvisio,TarvisioB2,418,1,388340.190793,5151866.34578,Sem26,13.5445012829685,46.5111046879693
388417.367301156,5151898.65127057,_684,House,Masonary_wood,3,MA_3,702035,868496,7.33,7,Tarvisio,TarvisioB2,241,1,388417.367301,5151898.651271,Sem26,13.5454992026107,46.5114081235762
384794.280283034,5154163.52389106,_686,Restaurant,Masonary,3,MA_3,56857,92168,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,100,3,384794.280283,5154163.523891,Sem23,13.4977262167742,46.5311736722628
383743.993446428,5150940.334641,_691,Restaurant,Brick_wood,2,MA_2,95895,155451,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,252,3,383743.993446,5150940.334641,Sem24,13.4848417667018,46.501995993252
384305.54545062,5149986.89619517,_692,House,Masonary,2,MA_2,304347,428658,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,214,1,384305.545451,5149986.896195,Sem25,13.4923949907529,46.4935151437394
384119.45916794,5149711.72460972,_693,House,Masonary_wood,3,MA_3,804144,1132597,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,378,1,384119.459168,5149711.72461,Sem25,13.4900395015892,46.4910075974144
384370.628211039,5149934.06165433,_694,House,Masonary,1,MA_1,162843,229357,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,229,1,384370.628211,5149934.061654,Sem25,13.4932559103736,46.4930509942118
384117.22650814,5149741.19616159,_696,House,Masonary_wood,2,MA_2,173947,244996,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,122,1,384117.226508,5149741.196162,Sem25,13.4900030802572,46.4912723523974
384103.702850322,5149770.45343252,_698,House,Masonary,3,MA_3,245578,345885,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,115,1,384103.70285,5149770.453433,Sem25,13.489819637208,46.4915332374036
384158.690184241,5150002.79200556,_699,House,Masonary,3,MA_3,1023418,1441434,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,480,1,384158.690184,5150002.792006,Sem25,13.4904780499924,46.4936329135975
384374.252634985,5149971.83579363,_700,House,Masonary,2,MA_2,298860,420930,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,210,1,384374.252635,5149971.835794,Sem25,13.4932937357825,46.4933914493711
384116.337649548,5149584.96152082,_701,House,Masonary_wood,3,MA_3,237077,333911,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,111,1,384116.33765,5149584.961521,Sem25,13.4900304086654,46.4898666441133
384166.429506328,5149567.66225807,_702,House,Masonary,2,MA_2,854851,1204016,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,602,1,384166.429506,5149567.662258,Sem25,13.4906871831798,46.4897196257865
384028.258084365,5149424.14836802,_703,Holiday_home,Masonary_wood,3,MA_3,362613,510723,0,13,Malborghetto_Valbruna,MalborghettoValbrunaB1,170,1,384028.258084,5149424.148368,Sem25,13.4889232080691,46.4884047441065
382990.741822278,5151904.62785429,_704,House,Masonary,2,MA_2,268354,377963,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,189,1,382990.741822,5151904.627854,S09mmm,13.4747855412873,46.5105406692142
384046.701248406,5149389.37301094,_706,House,Masonary_wood,3,MA_3,437750,616549,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,206,1,384046.701248,5149389.373011,Sem25,13.4891720959458,46.4880950637881
384055.731366997,5149430.33660106,_707,Holiday_home,Masonary_wood,3,MA_3,439646,619220,0,15,Malborghetto_Valbruna,MalborghettoValbrunaB1,206,1,384055.731367,5149430.336601,Sem25,13.4892795082683,46.4884651441266
383798.815405506,5150928.52321986,_708,House,Masonary,2,MA_2,77484,112296,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,80,1,383798.815406,5150928.52322,Sem24,13.4855589552751,46.5018991939023
384241.036652996,5149952.37645435,_710,House,Masonary,3,MA_3,416850,587113,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,196,1,384241.036653,5149952.376454,Sem25,13.4915632667834,46.4931935075965
384581.527563161,5153925.72361801,_712,House,Masonary,2,MA_2,95585,138530,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,99,1,384581.527563,5153925.723618,Sem23,13.4950120166931,46.5289978631602
384020.192367254,5149615.32277361,_713,House,Masonary_wood,3,MA_3,472310,665225,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,222,1,384020.192367,5149615.322774,Sem25,13.4887705078761,46.4901232441333
384112.640378282,5149550.67930625,_714,House,Masonary_wood,4,MA_3,465303,655357,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,164,1,384112.640378,5149550.679306,Sem25,13.4899907871156,46.4895575903089
384077.442751893,5149582.35809117,_715,House,Masonary_wood,3,MA_3,459634,647372,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,216,1,384077.442752,5149582.358091,Sem25,13.4895244341296,46.4898365318094
381300.372683356,5151733.73647879,_716,Bunker,Concrete,1,RC_1,550245,799574,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,860,1,381300.372683,5151733.736479,Sem21,13.4528033561201,46.508707404374
379158.972524205,5151584.60984273,_717,House,Masonary_wood,3,MA_3,420086,591670,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,197,1,379158.972524,5151584.609843,Sem16,13.4249405684067,46.5069849421964
378968.309260676,5151550.57291692,_718,House,Masonary_wood,2,MA_2,191283,269412,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,135,1,378968.309261,5151550.572917,Sem16,13.4224652546829,46.5066444994678
378311.353030555,5151235.2488239,_720,Industrial,Masonary,1,MA_1,96824,127081,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,605,4,378311.353031,5151235.248824,S06mmm,13.4139882983596,46.503689416671
375527.238627749,5151029.22366894,_721,House,Masonary,3,MA_3,227097,329126,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,157,1,375527.238628,5151029.223669,S5hhmm,13.3777717284403,46.5013272121768
380496.928267963,5151318.56696689,_722,House,Masonary_wood,1,MA_1,86751,122185,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,122,1,380496.928268,5151318.566967,S07mm,13.4424414533906,46.5048303369333
378634.359155276,5151147.07301045,_728,Industrial,Masonary,1,MA_1,5344,7015,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,33,4,378634.359155,5151147.07301,Sem16,13.4182195288856,46.5029544641111
381578.279781228,5153595.19489801,_732,House,Masonary,2,MA_2,201817,292488,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,209,1,381578.279781,5153595.194898,Sem23,13.4559500386918,46.5255024928531
383673.406229337,5156402.95946649,_734,House,Masonary,2,MA_2,140270,204461,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,119,1,383673.406229,5156402.959466,Sem23,13.4825539828128,46.5511275112461
383659.365956103,5156393.76629929,_735,House,Masonary,2,MA_2,139339,203104,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,118,1,383659.365956,5156393.766299,Sem23,13.4823732028498,46.5510423773103
378419.393220725,5151240.59924734,_750,Gas_distribution,Metal,1,WO_1,38655,50735,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,242,6,378419.393221,5151240.599247,S06mmm,13.4153944772597,46.5037570629158
372319.038453739,5152049.41158688,_751,Highway_service_area,Masonary,2,MA_2,104156,136704,0,0,Pontebba,PontebbaD1,325,5,372319.038454,5152049.411587,S4hhm,13.3356975091263,46.5099040230258
372348.040406938,5152062.84928822,_752,Highway_service_area,Concrete,2,RC_2,23192,30440,0,0,Pontebba,PontebbaD1,72,5,372348.040407,5152062.849288,S4hhm,13.3360716930294,46.510030404017
372255.59145637,5152132.97956137,_754,Garage,Metal,1,WO_1,32553,45073,0,0,Pontebba,PontebbaD1,125,1,372255.591456,5152132.979561,S4hhm,13.3348478784168,46.5106437437759
372234.412424594,5152121.11775498,_755,Garage,Metal,1,WO_1,25962,35947,0,0,Pontebba,PontebbaD1,100,1,372234.412425,5152121.117755,S4hhm,13.334575188068,46.5105330196057
382751.292194399,5151992.03659526,_757,Industrial,Wood,1,WO_1,4553,5975,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,28,4,382751.292194,5151992.036595,S09mmm,13.4716434005201,46.5112853715219
378440.798865999,5151240.04733582,_758,Industrial,Metal,1,WO_1,8249,10827,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,52,4,378440.798866,5151240.047336,Sem16,13.4156735006697,46.5037559619245
378412.293239502,5151202.09325481,_759,Industrial,Masonary,1,MA_1,936,1228,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,6,4,378412.29324,5151202.093255,S06mmm,13.4153120444388,46.5034093773136
379745.720117778,5151501.24517661,_760,Gas_station,Concrete,2,RC_2,312592,446560,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,203,6,379745.720118,5151501.245177,S8hhmm,13.4326069609157,46.5063400181476
378445.458925805,5151240.16341225,_769,Gas_distribution,Metal,1,WO_1,29255,38397,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,183,6,378445.458926,5151240.163412,Sem16,13.4157341829845,46.5037578472802
384518.712337165,5151015.61656353,_780,Train_station,Masonary,1,MA_1,262843,353827,0,0,Tarvisio,TarvisioB2,337,5,384518.712337,5151015.616564,S9Hhhmmm,13.4949163824044,46.5028065466951
384527.343375398,5151025.40608616,_781,Train_station,Masonary,1,MA_1,270280,363838,0,0,Tarvisio,TarvisioB2,347,5,384527.343375,5151025.406086,S9Hhhmmm,13.4950264016061,46.5028960974649
378506.357319631,5151306.57985871,_782,Garage,Metal,1,WO_1,51622,71476,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,199,1,378506.35732,5151306.579859,Sem16,13.416510233379,46.5043663256258
378514.645816451,5151280.21141943,_783,Industrial,Metal,1,WO_1,4354,5715,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,27,4,378514.645816,5151280.211419,Sem16,13.4166251084173,46.5041306075996
378477.959627642,5151240.32525978,_785,Gas_distribution,Metal,1,WO_1,31750,41672,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,198,6,378477.959628,5151240.32526,Sem16,13.4161575696447,46.503765168646
378509.983244813,5151239.48619227,_786,Gas_distribution,Metal,1,WO_1,33689,44217,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,211,6,378509.983245,5151239.486192,Sem16,13.4165750023427,46.5037633980342
375262.490513732,5150748.28082735,_798,Highway_service_area,Concrete,1,RC_1,16235,21309,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,101,5,375262.490514,5150748.280827,S5hhmm,13.3743980768199,46.4987508911637
382360.822219397,5156457.57863541,_800,House,Masonary,2,MA_2,109668,159855,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,93,1,382360.822219,5156457.578635,Sem23,13.4654240834414,46.5513905000602
382360.742296549,5156477.47200749,_803,House,Masonary,2,MA_2,113369,165250,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,96,1,382360.742297,5156477.472007,Sem23,13.4654179959234,46.5515694516234
383251.430288055,5156362.7419638,_808,House,Masonary,2,MA_2,97197,141677,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,82,1,383251.430288,5156362.741964,Sem23,13.4770615317628,46.5506925619707
383892.473889708,5156291.41190847,_811,House,Masonary,2,MA_2,113546,165508,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,96,1,383892.47389,5156291.411908,Sem23,13.4854385583492,46.5501618597701
378256.179042606,5150926.45960234,_815,House,Masonary,1,MA_1,70685,99556,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,100,1,378256.179043,5150926.459602,S06mmm,13.4133503114216,46.5009015479584
378101.214777857,5150865.38396005,_816,House,Masonary,2,MA_2,234396,339704,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,243,1,378101.214778,5150865.38396,S06mmm,13.4113475073259,46.5003240775487
378082.910568418,5150878.50089332,_817,House,Masonary,1,MA_1,49159,71245,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,102,1,378082.910568,5150878.500893,S06mmm,13.411105611854,46.5004387656407
377446.464553525,5150905.93650388,_818,House,Masonary,1,MA_1,43633,63236,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,90,1,377446.464554,5150905.936504,S05mm,13.4028071218942,46.5005700741268
377273.525490022,5150965.18031238,_819,House,Masonary,2,MA_2,96960,140521,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,100,1,377273.52549,5150965.180312,S05mm,13.4005385349201,46.5010715443947
377458.594956166,5151132.81402496,_820,House,Masonary_wood,3,MA_3,323280,468522,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,223,1,377458.594956,5151132.814025,S05mm,13.4029053715759,46.5026132827658
377457.138350593,5151118.21938989,_821,House,Masonary,2,MA_2,138570,200826,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,143,1,377457.138351,5151118.21939,S05mm,13.4028902407008,46.5024817236909
376898.581171747,5150914.80485287,_824,House,Concrete,4,RC_4,234613,340019,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,121,1,376898.581172,5150914.804853,S6hhmm,13.3956672666769,46.5005499407848
376875.324069138,5150920.48186979,_825,House,Masonary,1,MA_1,38792,56221,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,80,1,376875.324069,5150920.48187,S6hhmm,13.3953627841403,46.500596760257
376739.279302066,5150962.985893,_826,House,Masonary,1,MA_1,51627,74822,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,107,1,376739.279302,5150962.985893,S6hhmm,13.3935792092382,46.5009542436649
376641.49348049,5150979.35736823,_827,House,Masonary,3,MA_3,220024,318875,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,152,1,376641.49348,5150979.357368,S6hhmm,13.3923009638237,46.5010836188473
376865.858791814,5150960.2870067,_828,House,Concrete,4,RC_4,297753,431526,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,154,1,376865.858792,5150960.287007,S6hhmm,13.3952289377702,46.5009531176142
376846.338724787,5150964.33517047,_829,House,Brick_wood,3,MA_3,170552,247177,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,118,1,376846.338725,5150964.33517,S6hhmm,13.3949735682059,46.500985966011
377105.387187406,5150896.98247474,_830,House,Masonary,2,MA_2,117060,169652,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,121,1,377105.387187,5150896.982475,S05mm,13.3983661245497,46.5004273761077
376961.499614483,5150929.11430701,_834,House,Masonary,3,MA_3,287602,416814,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,198,1,376961.499614,5150929.114307,S6hhmm,13.396483145629,46.5006901655684
375518.170163261,5151139.74015909,_835,House,Masonary_wood,3,MA_3,463012,671032,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,320,1,375518.170163,5151139.740159,S5hhmm,13.3776240085428,46.502319735667
375499.434498175,5151133.26610371,_836,Garage,Masonary,1,MA_1,10015,13867,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,39,1,375499.434498,5151133.266104,S5hhmm,13.3773816588322,46.5022580323219
375569.077141299,5151133.93631737,_837,House,Masonary_wood,3,MA_3,331281,480117,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,229,1,375569.077141,5151133.936317,S5hhmm,13.3782887630774,46.5022769318308
375581.026268462,5151106.37509675,_839,House,Masonary,3,MA_3,268629,389318,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,185,1,375581.026268,5151106.375097,S5hhmm,13.378451806219,46.5020312002569
375578.518713436,5151080.00380125,_840,House,Brick_wood,3,MA_3,119559,173273,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,83,1,375578.518713,5151080.003801,S5hhmm,13.378426193786,46.5017935023897
375541.257598773,5150993.08337179,_842,House,Masonary,3,MA_3,301829,437434,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,208,1,375541.257599,5150993.083372,S5hhmm,13.377964031406,46.5010046869104
375618.116334489,5151005.59752365,_843,House,Masonary_wood,2,MA_2,151944,220208,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,157,1,375618.116334,5151005.597524,S5hhmm,13.3789619546804,46.5011314616165
375640.283174621,5150994.16341462,_844,House,Masonary,1,MA_1,40680,58957,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,84,1,375640.283175,5150994.163415,S5hhmm,13.3792537891768,46.5010326942453
375640.107006286,5151017.03492701,_845,House,Masonary,1,MA_1,70392,102018,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,146,1,375640.107006,5151017.034927,S5hhmm,13.3792453786133,46.5012384126095
375610.952749436,5151043.89475563,_846,House,Masonary,1,MA_1,67708,98127,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,140,1,375610.952749,5151043.894756,S5hhmm,13.3788583888643,46.5014746584195
375631.480902297,5151103.54804534,_849,House,Masonary,2,MA_2,127690,185058,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,132,1,375631.480902,5151103.548045,S5hhmm,13.3791098676864,46.5020150870602
375626.725410534,5151128.86524122,_850,House,Masonary_wood,2,MA_2,126243,182961,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,131,1,375626.725411,5151128.865241,S5hhmm,13.3790411442491,46.5022419609697
375674.032398041,5151093.4002564,_851,Holiday_apartment,Masonary,3,MA_3,904890,1311435,0,46,Malborghetto_Valbruna,MalborghettoValbrunaR1,624,1,375674.032398,5151093.400256,S5hhmm,13.37966692657,46.5019316542706
375751.698745247,5151109.78725057,_852,House,Masonary,3,MA_3,205185,297369,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,142,1,375751.698745,5151109.787251,S5hhmm,13.3806743577451,46.5020934032578
375977.923324183,5150873.40641934,_853,Holiday_apartment,Concrete,4,RC_4,1331581,1929827,0,68,Malborghetto_Valbruna,MalborghettoValbrunaR1,689,1,375977.923324,5150873.406419,S6hhmm,13.3836845754088,46.5000086255799
376006.673333907,5150873.53496517,_854,House,Masonary,2,MA_2,104268,151113,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,108,1,376006.673334,5150873.534965,S6hhmm,13.3840590733337,46.5000150751611
375935.951820394,5150876.88359281,_855,House,Masonary,3,MA_3,209012,302916,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,144,1,375935.95182,5150876.883593,S6hhmm,13.3831368768465,46.5000321765109
375917.036346875,5150859.01302108,_856,House,Masonary_wood,2,MA_2,211378,306344,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,219,1,375917.036347,5150859.013021,S6hhmm,13.382895228586,46.4998679290918
375903.388055705,5150866.22354617,_857,House,Masonary_wood,2,MA_2,128004,185513,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,133,1,375903.388056,5150866.223546,S6hhmm,13.382715506314,46.4999302802651
375907.711607577,5151034.7085516,_858,House,Masonary,2,MA_2,116541,168899,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,121,1,375907.711608,5151034.708552,S6hhmm,13.3827268773339,46.5014467616262
375946.149134963,5150861.22876738,_859,House,Masonary,2,MA_2,162644,235716,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,168,1,375946.149135,5150861.228767,S6hhmm,13.3832738946722,46.4998932244414
375431.471812103,5151127.99877398,_861,House,Masonary_wood,2,MA_2,115636,167588,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,120,1,375431.471812,5151127.998774,S5hhmm,13.3764976727031,46.5021980809941
375447.637123213,5151129.64431862,_862,House,Masonary,2,MA_2,276317,400459,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,286,1,375447.637123,5151129.644319,S5hhmm,13.3767078284676,46.5022158739041
375442.406315701,5151147.93176401,_863,Restaurant,Masonary,3,MA_3,283709,450657,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,341,3,375442.406316,5151147.931764,S5hhmm,13.3766347852831,46.5023794191589
375464.413474487,5151148.44723489,_864,House,Masonary,3,MA_3,165217,239446,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,114,1,375464.413474,5151148.447235,S5hhmm,13.3769213503993,46.5023881259937
375463.510186024,5151125.32382424,_865,House,Masonary_wood,1,MA_1,61844,89629,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,128,1,375463.510186,5151125.323824,S5hhmm,13.3769157746589,46.502179942287
375400.03601301,5151125.22875982,_866,House,Masonary_wood,3,MA_3,129621,187856,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,89,1,375400.036013,5151125.22876,S5hhmm,13.376088879466,46.5021673471302
375364.949070339,5151119.79505629,_867,House,Masonary_wood,3,MA_3,429981,623160,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,297,1,375364.94907,5151119.795056,S5hhmm,13.3756332347258,46.502111973791
375439.215346309,5151173.5585947,_868,House,Masonary_wood,3,MA_3,273766,396763,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,189,1,375439.215346,5151173.558595,S5hhmm,13.3765863503815,46.5026093662417
375449.505686829,5151187.84941047,_869,House,Masonary_wood,3,MA_3,117533,170337,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,81,1,375449.505687,5151187.84941,S5hhmm,13.3767165833022,46.5027398285523
375452.68381723,5151176.90989111,_870,House,Masonary_wood,3,MA_3,200823,291047,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,139,1,375452.683817,5151176.909891,S5hhmm,13.3767609171008,46.5026420051123
375471.888581089,5151165.90549051,_871,House,Masonary_wood,3,MA_3,319882,463597,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,221,1,375471.888581,5151165.905491,S5hhmm,13.3770140592936,46.5025465614927
375489.148763639,5151164.86422269,_872,House,Masonary_wood,3,MA_3,367754,532977,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,254,1,375489.148764,5151164.864223,S5hhmm,13.3772391996761,46.5025403854908
375709.750596737,5151166.82162519,_873,House,Masonary,3,MA_3,233407,338271,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,161,1,375709.750597,5151166.821625,S5hhmm,13.3801126281839,46.5025987415826
377297.525658992,5151182.7129817,_875,House,Masonary,2,MA_2,203186,294472,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,210,1,377297.525659,5151182.712982,S05mm,13.4007938055224,46.503032849803
377273.373790275,5151187.809331,_876,House,Masonary,3,MA_3,426520,618145,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,294,1,377273.37379,5151187.809331,S05mm,13.4004778092955,46.5030742960257
377227.581618503,5151189.98505445,_877,House,Masonary_wood,2,MA_2,188867,273721,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,196,1,377227.581619,5151189.985054,S05mm,13.3998806528011,46.503085522706
377219.351686069,5151204.20488398,_878,Garage,Masonary,1,MA_1,18379,25447,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,71,1,377219.351686,5151204.204884,Sem14,13.3997696785962,46.5032119444376
377189.056214252,5151197.58058467,_881,House,Masonary,2,MA_2,216997,314489,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,225,1,377189.056214,5151197.580585,Sem14,13.3993767365583,46.5031468281937
377205.639647386,5151194.19854912,_882,House,Masonary,3,MA_3,312530,452942,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,216,1,377205.639647,5151194.198549,Sem14,13.3995936793992,46.5031194271413
377164.39336476,5151205.83889357,_883,House,Masonary_wood,2,MA_2,284245,411949,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,294,1,377164.393365,5151205.838894,Sem14,13.3990532464205,46.5032166223681
377074.168978265,5151215.12818093,_886,House,Masonary,2,MA_2,128321,185973,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,133,1,377074.168978,5151215.128181,Sem14,13.397875342297,46.5032837268498
377482.751571555,5151139.2181301,_887,House,Masonary_wood,2,MA_2,139920,202783,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,145,1,377482.751572,5151139.21813,S05mm,13.4032183955414,46.502675289294
