X,Y,BUILDINGS,USE,MATERIAL,NR_FLOORS,TYPE,VALUE_MIN,VALUE_MAX,PEOPLE_MIN,PEOPLE_MAX,COMMUNE,ADMIN_UNIT,Area,Use_Type,XCOORD,YCOORD,station,x,y
380357.190149126,5151627.55018684,_1426,House,Masonary,3,MA_3,172099,242393,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,81,1,380357.190149,5151627.550187,S07mm,13.440541339012,46.5075852020305
380316.604293845,5151611.01769638,_1429,House,Masonary,3,MA_3,362577,510672,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,170,1,380316.604294,5151611.017696,S07mm,13.4400167868397,46.5074292599526
380299.060037429,5151605.99233149,_1431,House,Masonary_wood,3,MA_3,660863,930793,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,310,1,380299.060037,5151605.992331,S07mm,13.4397894907863,46.5073809322538
380282.460507397,5151603.38788449,_1434,House,Masonary_wood,3,MA_3,545673,768554,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,256,1,380282.460507,5151603.387884,S07mm,13.4395738809123,46.5073545511316
380293.793747803,5151623.63359225,_1435,House,Masonary,2,MA_2,134020,188760,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,94,1,380293.793748,5151623.633592,S07mm,13.4397163325546,46.5075387003957
380285.674958363,5151650.02885813,_1436,House,Masonary,2,MA_2,171422,241440,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,121,1,380285.674958,5151650.028858,S07mm,13.4396037534631,46.5077747141283
380264.939793182,5151615.75906604,_1437,House,Concrete,4,RC_4,770391,1085057,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,271,1,380264.939793,5151615.759066,S07mm,13.4393424121864,46.5074627295416
380169.634277004,5151577.17369767,_1439,House,Masonary,3,MA_3,303847,427954,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,143,1,380169.634277,5151577.173698,S07mm,13.4381105902571,46.5070986546329
380154.491403725,5151578.66139236,_1441,House,Masonary,3,MA_3,353706,498177,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,166,1,380154.491404,5151578.661392,S07mm,13.4379129067023,46.5071093433101
380143.37361476,5151591.18068442,_1442,House,Masonary,2,MA_2,240595,338867,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,169,1,380143.373615,5151591.180684,S07mm,13.4377648230399,46.5072199904717
380156.858422009,5151602.78770405,_1443,House,Masonary,2,MA_2,172581,243071,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,122,1,380156.858422,5151602.787704,S07mm,13.4379375283261,46.5073268095395
380130.834674277,5151616.24785077,_1444,House,Masonary,2,MA_2,667058,939519,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,470,1,380130.834674,5151616.247851,S07mm,13.4375949870908,46.5074432675335
380130.84000525,5151600.38279809,_1445,House,Masonary,2,MA_2,123403,173808,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,87,1,380130.840005,5151600.382798,S07mm,13.4375991468617,46.5073005434305
380137.274745747,5151579.93093394,_1446,House,Masonary,3,MA_3,266243,374991,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,125,1,380137.274746,5151579.930934,S07mm,13.4376882594754,46.5071176999723
380121.901933223,5151589.51564791,_1447,House,Masonary,2,MA_2,222582,313496,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,157,1,380121.901933,5151589.515648,S07mm,13.4374854921458,46.5072011893222
380106.299804001,5151578.11786461,_1449,Restaurant,Masonary,3,MA_3,1144367,1634811,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,495,3,380106.299804,5151578.117865,S07mm,13.4372851471201,46.5070958749393
380083.642538583,5151575.15456703,_1450,House,Masonary,3,MA_3,594753,837681,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,279,1,380083.642539,5151575.154567,S07mm,13.436990704671,46.5070651820876
380023.028547117,5151597.06547173,_1451,House,Masonary,3,MA_3,210551,296550,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,99,1,380023.028547,5151597.065472,S07mm,13.4361952976236,46.5072514997018
380039.242491966,5151589.50840848,_1452,House,Masonary,3,MA_3,651309,917336,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,306,1,380039.242492,5151589.508408,S07mm,13.4364085032124,46.5071864036313
380058.307599769,5151584.21162853,_1453,House,Masonary_wood,3,MA_3,376600,530423,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,177,1,380058.3076,5151584.211629,S07mm,13.4366582736814,46.5071421489578
380033.702524002,5151613.83898069,_1454,House,Brick_wood,2,MA_2,298526,420460,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,210,1,380033.702524,5151613.838981,S07mm,13.4363300436563,46.5074042990339
380017.619480977,5151627.3609393,_1455,House,Brick_wood,3,MA_3,193620,272704,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,91,1,380017.619481,5151627.360939,S07mm,13.4361170033566,46.5075230795569
380009.202538479,5151638.41080946,_1456,House,Masonary_wood,3,MA_3,309478,435885,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,145,1,380009.202538,5151638.410809,S07mm,13.4360044844726,46.5076209864193
379990.134675879,5151663.60236866,_1459,House,Masonary_wood,3,MA_3,323373,455455,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,152,1,379990.134676,5151663.602369,S07mm,13.4357495400468,46.507844216223
379953.552327877,5151544.48607037,_1461,House,Masonary_wood,3,MA_3,672468,947138,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,316,1,379953.552328,5151544.48607,S07mm,13.4353036497727,46.5067661034893
379910.040899129,5151529.99173936,_1463,House,Masonary,3,MA_3,1159637,1633292,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,544,1,379910.040899,5151529.991739,S07mm,13.4347404770075,46.5066279515693
379841.608162526,5151547.4000983,_1465,House,Masonary_wood,3,MA_3,597083,840962,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,280,1,379841.608163,5151547.400098,S8hhmm,13.4338443611616,46.5067723527055
379873.297750194,5151547.73344248,_1468,Hotel,Masonary_wood,3,MA_3,1224328,1749040,0,58,Malborghetto_Valbruna,MalborghettoValbrunaB1,530,1,379873.29775,5151547.733442,S8hhmm,13.4342571629553,46.5067810054413
379939.573403171,5151557.59948149,_1470,House,Masonary_wood,2,MA_2,191377,269545,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,135,1,379939.573403,5151557.599481,S07mm,13.4351181302199,46.5068815819086
379957.5962853,5151573.59388378,_1471,House,Masonary,3,MA_3,720828,1015251,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,338,1,379957.596285,5151573.593884,S07mm,13.4353488238591,46.5070286836094
379924.968518603,5151580.06524691,_1472,House,Masonary,2,MA_2,341264,480654,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,240,1,379924.968519,5151580.065247,S07mm,13.4349220388295,46.5070810838687
379927.599285941,5151656.90590436,_1473,House,Masonary_wood,3,MA_3,426309,600436,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,200,1,379927.599286,5151656.905904,S07mm,13.4349364710363,46.5077728253443
379917.403842134,5151686.42027297,_1474,Civil_Protection_building,Masonary,2,MA_2,164549,239111,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,129,5,379917.403842,5151686.420273,S07mm,13.4347960076106,46.5080365237715
379121.164077374,5151461.90745922,_1476,House,Wood,2,WO_1,146890,206887,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,103,1,379121.164077,5151461.907459,Sem16,13.4244798571781,46.5058743089017
379137.160275016,5151469.34564429,_1477,House,Masonary_wood,2,MA_2,183246,258093,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,129,1,379137.160275,5151469.345644,Sem16,13.4246863359754,46.5059440950171
379037.909181982,5151418.53500734,_1479,House,Masonary_wood,3,MA_3,308574,434611,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,145,1,379037.909182,5151418.535007,Sem16,13.4234064243577,46.5054691749128
379830.610983867,5151527.46654044,_1480,House,Masonary,3,MA_3,276994,390132,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,130,1,379830.610984,5151527.46654,S8hhmm,13.4337062293859,46.5065910645001
379797.921209238,5151544.39080254,_1482,House,Masonary_wood,3,MA_3,831238,1170758,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,390,1,379797.921209,5151544.390803,S8hhmm,13.433275936111,46.5067374836919
379741.485019122,5151550.79037055,_1483,House,Masonary,3,MA_3,378982,533778,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,178,1,379741.485019,5151550.790371,S8hhmm,13.4325389670974,46.5067849788678
379478.827514387,5151538.19362891,_1484,Electricity_cabin,Masonary,1,MA_1,815,1069,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,5,6,379478.827514,5151538.193629,S8hhmm,13.4291200382708,46.5066246980249
379270.319775131,5151534.21828903,_1487,House,Masonary_wood,2,MA_2,209427,294968,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,147,1,379270.319775,5151534.218289,S8hhmm,13.4264044115573,46.5065515850129
379234.783995119,5151553.40414172,_1488,House,Masonary_wood,2,MA_2,211748,298236,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,149,1,379234.783995,5151553.404142,S8hhmm,13.425936431495,46.5067178116781
379210.657783026,5151554.99902059,_1489,House,Masonary_wood,3,MA_3,373769,526436,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,175,1,379210.657783,5151554.999021,Sem16,13.425621675071,46.5067278322167
379198.514399676,5151534.58728815,_1491,House,Masonary,3,MA_3,226177,318560,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,106,1,379198.5144,5151534.587288,Sem16,13.425468761321,46.5065420270692
379189.466967426,5151553.9944402,_1492,House,Masonary,3,MA_3,316347,445559,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,149,1,379189.466967,5151553.99444,Sem16,13.4253458394686,46.5067149934194
379172.020622381,5151525.57812651,_1493,House,Masonary_wood,3,MA_3,479822,675805,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,225,1,379172.020622,5151525.578127,Sem16,13.4251259144392,46.5064562261023
379148.035751984,5151523.80744268,_1494,House,Masonary_wood,3,MA_3,326831,460326,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,153,1,379148.035752,5151523.807443,Sem16,13.4248138757572,46.5064359927251
379167.723478452,5151550.9569411,_1496,House,Masonary_wood,3,MA_3,434111,611424,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,204,1,379167.723478,5151550.956941,Sem16,13.4250633315186,46.5066837663758
379093.283814056,5151543.78421464,_1497,House,Masonary_wood,3,MA_3,636780,896874,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,299,1,379093.283814,5151543.784215,Sem16,13.4240953184045,46.5066058780823
379049.137180345,5151557.62930427,_1498,House,Masonary_wood,2,MA_2,156765,220796,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,110,1,379049.13718,5151557.629304,Sem16,13.4235165289934,46.5067225023977
379014.649213899,5151559.35699255,_1499,House,Masonary_wood,2,MA_2,167755,236275,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,118,1,379014.649214,5151559.356993,Sem16,13.4230667338322,46.5067318494643
378991.438689364,5151558.6033919,_1500,House,Masonary_wood,2,MA_2,128542,181045,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,91,1,378991.438689,5151558.603392,Sem16,13.4227645187596,46.5067208994187
379087.315681598,5151578.69665238,_1501,House,Masonary_wood,3,MA_3,216122,304397,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,101,1,379087.315682,5151578.696652,Sem16,13.4240084802854,46.5069188834368
379109.081586729,5151579.28901984,_1502,House,Masonary_wood,3,MA_3,337232,474975,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,158,1,379109.081587,5151579.28902,Sem16,13.4242919165975,46.5069281203896
379132.690747918,5151584.0701901,_1503,House,Masonary_wood,3,MA_3,312754,440499,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,147,1,379132.690748,5151584.07019,Sem16,13.4245982800992,46.5069753705267
379188.311420151,5151582.78726097,_1504,House,Masonary_wood,3,MA_3,420872,592777,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,198,1,379188.31142,5151582.787261,Sem16,13.4253233022888,46.5069738103342
379181.559460611,5151612.68657011,_1505,House,Masonary_wood,3,MA_3,352245,496120,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,165,1,379181.559461,5151612.68657,Sem16,13.4252275606196,46.5072415772544
379154.952973786,5151613.78631375,_1506,House,Masonary_wood,2,MA_2,203014,285935,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,143,1,379154.952974,5151613.786314,Sem16,13.4248806138037,46.5072466963901
379105.005485677,5151608.22112558,_1511,House,Masonary_wood,3,MA_3,327598,461405,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,154,1,379105.005486,5151608.221126,Sem16,13.4242312856858,46.5071876657146
379000.043600732,5151488.52978211,_1512,House,Masonary,3,MA_3,860286,1211670,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,404,1,379000.043601,5151488.529782,Sem16,13.422894868368,46.5060920544086
378949.401045735,5151495.84304914,_1513,House,Masonary_wood,2,MA_2,130601,183945,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,92,1,378949.401046,5151495.843049,Sem16,13.4222331476693,46.5061487439171
378951.515095493,5151521.39019986,_1514,House,Masonary_wood,2,MA_2,313171,441086,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,221,1,378951.515095,5151521.3902,Sem16,13.4222540404939,46.5063789493482
378938.818352073,5151541.6483815,_1515,House,Masonary_wood,2,MA_2,200210,281985,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,141,1,378938.818352,5151541.648382,Sem16,13.4220833404428,46.5065589120421
378897.871655221,5151484.01296912,_1516,House,Masonary_wood,3,MA_3,335879,473069,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,158,1,378897.871655,5151484.012969,Sem16,13.4215648571165,46.5060330541669
378855.052615423,5151485.36374929,_1517,House,Masonary_wood,3,MA_3,332696,468586,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,156,1,378855.052615,5151485.363749,Sem16,13.4210066211603,46.506037504203
378832.737348994,5151458.52899699,_1518,House,Masonary_wood,3,MA_3,281917,397067,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,132,1,378832.737349,5151458.528997,Sem16,13.4207228711932,46.5057920806647
378626.827219933,5151145.00032455,_1522,Industrial,Masonary,1,MA_1,12892,16920,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,81,4,378626.82722,5151145.000325,Sem16,13.418121942863,46.5029344606467
379768.957701072,5151508.21474121,_1524,Gas_station,Concrete,2,RC_2,165286,236122,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,107,6,379768.957701,5151508.214741,S8hhmm,13.4329079217244,46.5064068668862
379765.829716346,5151515.66427203,_1525,Gas_station,Masonary,1,MA_1,36500,52143,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,47,6,379765.829716,5151515.664272,S8hhmm,13.4328652407007,46.5064733256597
379763.843975311,5151519.91301029,_1526,Gas_cabin,Wood,1,WO_1,574,753,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,4,6,379763.843975,5151519.91301,S8hhmm,13.4328382696638,46.5065111934823
380025.679090087,5151567.83720095,_1527,Garage,Masonary,1,MA_1,11435,15833,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,44,1,380025.67909,5151567.837201,S07mm,13.4362373743557,46.5069890289925
380820.75298986,5151541.46101493,_1529,House,Masonary,2,MA_2,361172,508694,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,254,1,380820.75299,5151541.461015,S08mmm,13.4466033512397,46.5068929298116
379038.873738212,5151584.63449046,_1532,Garage,Masonary,1,MA_1,9943,13767,0,0,Malborghetto_Valbruna,MalborghettoValbrunaB1,38,1,379038.873738,5151584.63449,Sem16,13.4233757803682,46.5069636010366
380787.333383716,5151550.32716992,_1533,House,Masonary,2,MA_2,184044,259217,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,130,1,380787.333384,5151550.32717,S08mmm,13.4461656459041,46.5069667761373
381492.360244765,5154602.02166895,_1537,House,Masonary,3,MA_3,138852,201235,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,96,1,381492.360245,5154602.021669,Sem23,13.4545732446947,46.5345450113793
381637.548201942,5154423.74130323,_1541,House,Masonary,2,MA_2,81768,118505,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,85,1,381637.548202,5154423.741303,Sem23,13.4565113522659,46.5329667205363
381603.972266606,5153598.12299366,_1547,House,Masonary,2,MA_2,98578,142867,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,102,1,381603.972267,5153598.122994,Sem23,13.456284161742,46.5255333554597
381378.164079273,5154878.18407189,_1551,House,Masonary,2,MA_2,79397,115069,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,82,1,381378.164079,5154878.184072,Sem23,13.4530140296439,46.5370093007695
381050.171307194,5154807.59345602,_1554,House,Masonary,3,MA_3,121861,176611,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,84,1,381050.171307,5154807.593456,Sem23,13.4487562524815,46.5363163349471
380851.122310873,5154911.756132,_1557,House,Masonary,2,MA_2,80450,116594,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,83,1,380851.122311,5154911.756132,Sem23,13.446134658865,46.5372181748297
384920.54476808,5150703.80845389,_1560,Electricity_distribution_building,Masonary,1,MA_1,95063,115728,0,0,Tarvisio,TarvisioB2,413,6,384920.544768,5150703.808454,S9Hhhmmm,13.5002288437615,46.5000701593025
384978.902760968,5150793.22755172,_1561,House,Masonary,3,MA_3,562877,696343,7.33,7,Tarvisio,TarvisioB2,193,1,384978.902761,5150793.227552,S9Hhhmmm,13.5009670145883,46.5008845838393
384996.120140014,5150871.07490017,_1564,House,Masonary,2,MA_2,506671,626809,7.33,7,Tarvisio,TarvisioB2,261,1,384996.12014,5150871.0749,S9Hhhmmm,13.5011720751702,46.5015878751363
385019.505630157,5154031.9997124,_1565,House,Masonary,2,MA_2,88585,128385,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,92,1,385019.50563,5154031.999712,S9Hhhmmm,13.5006946796984,46.5300289533979
384941.366585717,5154207.09767429,_1567,House,Masonary,2,MA_2,96433,140563,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaD1,82,1,384941.366586,5154207.097674,Sem23,13.4996327433416,46.5315908497018
377938.105495356,5150694.31479629,_1568,House,Brick_wood,1,MA_1,116139,168318,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,240,1,377938.105495,5150694.314796,S06mmm,13.4092675033795,46.4987555858513
375357.197802933,5150730.71945333,_1570,Restaurant,Masonary,1,MA_1,197899,314352,0,0,Malborghetto_Valbruna,MalborghettoValbrunaR1,714,3,375357.197803,5150730.719453,S5hhmm,13.3756365198519,46.4986104420039
383999.493870131,5149366.72071056,_1571,House,Masonary,3,MA_3,180397,254080,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,85,1,383999.49387,5149366.720711,Sem25,13.4885628653593,46.4878831485084
383979.605378218,5149398.47710414,_1572,House,Masonary,3,MA_3,263535,371176,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,124,1,383979.605378,5149398.477104,Sem25,13.4882959022056,46.4881654187059
383973.176619273,5149470.50856764,_1573,Holiday_home,Masonary,2,MA_2,115448,162603,1.95,4,Malborghetto_Valbruna,MalborghettoValbrunaB1,81,1,383973.176619,5149470.508568,Sem25,13.4881942096081,46.4888123381067
383970.255390336,5149494.35879836,_1574,Holiday_home,Masonary_wood,2,MA_2,101173,142498,0,4,Malborghetto_Valbruna,MalborghettoValbrunaB1,71,1,383970.25539,5149494.358798,Sem25,13.4881502137963,46.4890264020874
383938.130099705,5150156.01327609,_1580,House,Masonary,2,MA_2,245405,345641,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,173,1,383938.1301,5150156.013276,Sem24,13.487566739671,46.4949733953555
383935.616678458,5150229.46031417,_1582,House,Masonary_wood,2,MA_2,105791,153320,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,110,1,383935.616678,5150229.460314,Sem24,13.4875156748696,46.4956337228053
383880.739686138,5150283.6866499,_1583,House,Masonary,2,MA_2,101552,147177,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaR1,105,1,383880.739686,5150283.68665,Sem24,13.486787268353,46.4961121083363
384005.446621191,5150138.34894831,_1590,Hotel,Masonary,3,MA_3,1482631,2118045,0,70,Malborghetto_Valbruna,MalborghettoValbrunaB1,642,1,384005.446621,5150138.348948,Sem24,13.4884480523901,46.494826073899
384003.571896105,5150164.74257862,_1591,Hotel,Masonary,3,MA_3,493943,705632,0,23,Malborghetto_Valbruna,MalborghettoValbrunaB1,214,1,384003.571896,5150164.742579,Sem24,13.4884170504469,46.4950631994279
384331.928800751,5150009.16758757,_1592,House,Masonary,2,MA_2,138842,195552,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,98,1,384331.928801,5150009.167588,Sem25,13.4927331321416,46.4937200374679
384429.655476121,5150021.63547077,_1593,House,Wood,2,WO_1,149751,210917,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,105,1,384429.655476,5150021.635471,Sem25,13.4940030601253,46.4938489761997
384216.14334088,5149951.71287782,_1595,House,Masonary,3,MA_3,306177,431236,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,144,1,384216.143341,5149951.712878,Sem25,13.4912391656193,46.4931832599934
384083.422090715,5149947.46932343,_1596,House,Masonary,3,MA_3,462861,651917,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,217,1,384083.422091,5149947.469323,Sem25,13.4895113652079,46.4931222601981
384096.276331533,5149924.57896101,_1597,House,Masonary,3,MA_3,701569,988126,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,329,1,384096.276332,5149924.578961,Sem25,13.4896845093305,46.4929185401484
384115.296445842,5149904.95705341,_1598,House,Masonary,2,MA_2,249591,351537,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,176,1,384115.296446,5149904.957053,Sem25,13.4899371555105,46.492745284868
384096.381231168,5149896.06791974,_1599,House,Masonary,2,MA_2,257172,362214,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,181,1,384096.381231,5149896.06792,Sem25,13.4896929778118,46.4926620604949
384051.466282537,5149944.34271025,_1600,House,Masonary,3,MA_3,643330,906098,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,302,1,384051.466283,5149944.34271,Sem25,13.4890958812364,46.493088632778
384056.744350053,5149923.00371957,_1601,House,Masonary,3,MA_3,679648,957251,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,319,1,384056.74435,5149923.00372,Sem25,13.48916995179,46.4928975663855
384065.669532324,5149894.15925495,_1602,House,Masonary,2,MA_2,395902,557609,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,279,1,384065.669532,5149894.159255,Sem25,13.4892933996252,46.4926396050509
384069.399918496,5149834.80830221,_1603,House,Masonary,3,MA_3,181480,255606,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,85,1,384069.399918,5149834.808302,Sem25,13.4893567793255,46.4921063000868
384115.097625126,5149873.95440845,_1604,House,Masonary_wood,3,MA_3,399947,563306,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,188,1,384115.097625,5149873.954408,Sem25,13.4899422870241,46.4924663373764
384079.455313946,5149859.96550361,_1605,House,Masonary,3,MA_3,349601,492395,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,164,1,384079.455314,5149859.965504,Sem25,13.48948149328,46.4923343553978
384183.221879965,5149914.06974288,_1608,House,Masonary,2,MA_2,116435,163993,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,82,1,384183.22188,5149914.069743,Sem25,13.4908196928026,46.4928389470633
384187.022791714,5149901.39206747,_1610,House,Masonary,3,MA_3,209447,294996,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,98,1,384187.022792,5149901.392067,Sem25,13.4908723595838,46.4927255465284
384165.592652371,5149896.77045435,_1611,House,Masonary_wood,3,MA_3,402053,566272,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,189,1,384165.592652,5149896.770454,Sem25,13.4905943584276,46.4926802842168
384142.88309068,5149885.07881435,_1612,House,Masonary,3,MA_3,364789,513788,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,171,1,384142.883091,5149885.078814,Sem25,13.4903014522874,46.492571196164
384206.151392095,5149927.107844,_1613,House,Masonary_wood,3,MA_3,487411,686494,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,229,1,384206.151392,5149927.107844,Sem25,13.4911151314723,46.4929601849727
384233.572873069,5149887.51549622,_1614,House,Masonary,3,MA_3,190330,268071,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,89,1,384233.572873,5149887.515496,Sem25,13.491482179499,46.4926087072828
384227.487467478,5149907.29667983,_1615,House,Masonary,1,MA_1,74073,104328,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,104,1,384227.487467,5149907.29668,Sem25,13.4913979885164,46.4927856218378
384244.299759033,5149904.09279804,_1616,House,Masonary_wood,3,MA_3,371802,523665,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,175,1,384244.299759,5149904.092798,Sem25,13.4916177849413,46.492759687178
384234.884369045,5149912.39064208,_1617,House,Masonary,3,MA_3,278820,392704,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,131,1,384234.884369,5149912.390642,Sem25,13.4914930742521,46.4928327204404
384204.986172805,5149869.58055686,_1618,House,Masonary,3,MA_3,516600,727606,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,243,1,384204.986173,5149869.580557,Sem25,13.4911142695669,46.492442443908
384256.191475843,5149861.3207271,_1619,House,Masonary,3,MA_3,533737,751742,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,251,1,384256.191476,5149861.320727,Sem25,13.4917833277506,46.4923769337916
384255.944989318,5149871.84564034,_1620,House,Masonary,1,MA_1,61312,86355,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,86,1,384255.944989,5149871.84564,Sem25,13.4917774989212,46.4924715782283
384261.244695313,5149885.43431594,_1621,House,Masonary_wood,3,MA_3,388943,547808,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,183,1,384261.244695,5149885.434316,Sem25,13.4918431532189,46.4925947384499
384179.208089497,5149862.08011714,_1622,House,Masonary_wood,3,MA_3,321344,452597,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,151,1,384179.208089,5149862.080117,Sem25,13.4907803496871,46.4923705355504
384203.331989919,5149851.57258741,_1623,House,Masonary,3,MA_3,259713,365793,1.7,2,Malborghetto_Valbruna,MalborghettoValbrunaB1,122,1,384203.33199,5149851.572587,Sem25,13.4910972035911,46.4922801519613
